No	sitiran 1	case	sitiran 2	bentuk	acuan	speaker 3	speaker mdl dede	speaker 2	jender 1	file 1	File 2	Kesantunan	makna kesantunan	katagori bentuk 1	Fungsi 1	Fungsi 2	Fungsi 3	Fungsi 4	katagori ProN 1	katagori ProN 2	katagori ProN 3	Pronomina Unmarked	Pronomina Inklusif / eksklusif	Formal/informal	jender kuMtul
48	ya ? tapi sekarang papa memang orang  yang sering dirumah sering nunggu	kalian	pulang    JA M  1, 213 Alvin  Suka jemput ke sekolah juga?  JA M  1, 215	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 1 HM.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
49	? (JA M 2, 60 Alvin   tapi nggak ada persaingan apaapa istilahnya untuk  sesama	kalian	sendiri satu angkatan ketemu modelmodel  yang lain? (JA M 2, 63 Alvin   \x85\	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
50	? Karna....terlewatkan (JA M 2, 97 Alvin   memang dari awal mau jadi model	kalian	berdua? (JA M 2, 99 Alvin   oh gitu. memang spesifik      model atau yang	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
51	chance itu memang harus diambil ya? kesempatan  itu.. (JA M 2, 107 Alvin	kalian	juga ngalami itu? (JA M 2, 112 Alvin   berarti mewakili majalahmajalah masingmasing kan	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
52	?  He,he,      tapi benerbener,,   terlewatkan   , jaman dahulu  ada sesuatu kekurangan dari	kalian	terutama wajah dan  lain bisa mengurangi kesempatan itu sendiri? (JA M 2, 114	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
53	? (JA M 2, 116 Alvin   tapi siapa sih orang yang paling berpengaruh pada	kalian	bertiga dalam dunia model? kita kembali sesaat lagi, hanya  di Just	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
54	M 2, 119 Alvin   siapa ya orang yang paling berperan dalam dunia  permodelan	kalian	sendiri masingmasing? Arik siapa? (JA M 2, 121 Alvin   kalau seniorsenior ini ini	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
55	, apa kabar Nday? At? (JA M 2, 140 Alvin   kalau posenya gimana diangkatan	kalian	nih? ...............      semua tertawa     terlewatkan.. wahh,,ha,ha,ha, (JA M 2, 142 Alvin	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
56	,  sekarang itu cuman....     (JA M 2, 188 Alvin   oh gitu. (JA M 2, 192 Alvin	kalian	semua bisa ya? (JA M 2, 194 Alvin  Ok,pengalaman yang lucu lagi	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
57	designer paling cerewet, paling bawel,  paling perfectionist at the moment waktu	kalian	? (JA M 2, 243 Alvin   iyaak,lempar moni yah? (JA M 2, 245 Alvin   siapa	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
58	. Roby juga asyik kan dengan ideidenya,  kan? (JA M 2, 257 Alvin   ....dunia	kalian	tuh semua orangnya fun ya?     iya      baik  designernya, modelnya, pengarah gayanya,	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
59	, yang paling  ngeganggu, yang paling yang paling nggak enak selama  selama	kalian	pernah foto bareng? include way dalam arti  becanda ni... (JA M 2, 262	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
60	tertawa    (JA M 2, 281 Alvin   siapa yang paling nggak on time dari	kalian	? siapa yang  paling nggak on time?    semua tamu tertawa    (JA M 2, 289	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
61	dan peragawan yang sekarang ini? apa yang harus kita  tingkatkan kalau	kalian	melihatnya sebagai....     pendidikan..dulu.    alin hme? (JA M 2, 311 Alvin   ok, satu	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 2  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
62	untuk memutuskan untuk nggak mau lagi  jadi model, ada nggak ....dari	kalian	? (JA M 2, 290 Elmo   nggak mau lagi.... (JA M 2, 291  Nday masalah anak	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	older than guest	HM	Just Alvin	JA M 2  M edit 10 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
63	M 3, 197 Alvin   ini nakal nakal, seru seruannyalah..     semua tertawa       ...ada di	kalian	kalian berempat ini, semuanya,.ya jujur  aja gitu..    semua tertawa,        Gerry	kalian	NA	NA	NA	younger guest	HM	Just Alvin	JA M 3  HM  edit  juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
64	3, 197 Alvin   ini nakal nakal, seru seruannyalah..     semua tertawa       ...ada di kalian	kalian	berempat ini, semuanya,.ya jujur  aja gitu..    semua tertawa,        Gerry  tertawa          (	kalian	NA	NA	NA	younger guest	HM	Just Alvin	JA M 3  HM  edit  juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
65	,ha      (JA M 3, 284 Alvin   tapi pernah jadi rebutan lawan main, nggak	kalian	berempat,yang pojok pernah      sembari menunjuk  Hengky Kurniawan,      rebutan lawan mainnya	kalian	NA	NA	NA	younger guest	HM	Just Alvin	JA M 3  HM  edit  juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
66	M 3, 296 Alvin   tapi pada saat ketertarikan itu ada ya, sebetulnya yang	kalian	rasain apa, sebetulnya ?karna, karna memang  nyambut sesuatu yang datang ke	kalian	NA	NA	NA	younger guest	HM	Just Alvin	JA M 3  HM  edit  juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
67	rasain apa, sebetulnya ?karna, karna memang  nyambut sesuatu yang datang ke	kalian	atau...      (JA M 3, 298 Alvin   ada pengalaman dulu Gerry?      (JA M 3, 300 Alvin	kalian	NA	NA	NA	younger guest	HM	Just Alvin	JA M 3  HM  edit  juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
68	M 3, 305 Alvin   tapi image flamboyan ini kan begitu kuat melekat  pada	kalian	berempat, tapi masih banyak aktor aktor  lainnya lagi sih sebetulnya tapi	kalian	NA	NA	NA	younger guest	HM	Just Alvin	JA M 3  HM  edit  juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
69	..      (JA M 3, 317 Alvin    yang di rumah nggak jealos dengan apa yang	kalian	kejakan di,di?      (JA M 3, 319 Alvin       sangat ya     karna  flamboyan kan	kalian	NA	NA	NA	younger guest	HM	Just Alvin	JA M 3  HM  edit  juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
70	, kalau kita shooting ke luar kota sampai nungguin,  saya pulang..   yang	kalian	buat pada mereka apa? Yaa...   yang kalian  bikin apa, kalau ada	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	older than guest	HM	Just Alvin	JA M 3  M edit.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
71	nungguin,  saya pulang..   yang kalian buat pada mereka apa? Yaa...   yang	kalian	bikin apa, kalau ada orang seperti itu,,    (JA M 3, 166 Aji  Eeeeee...	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	older than guest	HM	Just Alvin	JA M 3  M edit.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
72	,,ha,,ha,,    ,, atau dia tahu suaminya bener bener setia,, beda ama	kalian	semua tertawa    ,    Gerry wooo kalau dosen dosen senior  kayak gini.. (JA	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	older than guest	HM	Just Alvin	JA M 3  M edit.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
73	..bawainnya ?  (JA M  4, 27 Alvin    nggak pernah ada yang marah, complain tentang	kalian	tampil  kadang    kaddang  membawakan        hhhhhhaah       mungkin  sedikit  eeee nggak bilang over,	kalian	NA	NA	older_male_host -> younger_guest (HM > G)	younger guest	HM	Just Alvin	JA M 4  HM edit 9 juli.txt	Kesantunan negatif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	2. Keakraban Semu	Intimacy Marker	1. kamu, kau, koe, lu, mu, sampean, kalian (intimate form)	2b. Pronomina Or. II jamak	2. 2nd peson	Pronominal Pronoun	Unmarked	inklusif informal	Formal	Mt
1	: selamat sore.. (SI F 12, 259 M Tigor : aduh, besar sekali ya. sampe	kami	tuh sampe kuliah  pun kami dibiayain sama dia. (SI F 12, 267 M	kami	NA	NA	NA	older than Host	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Mt
2	Tigor : aduh, besar sekali ya. sampe kami tuh sampe kuliah  pun	kami	dibiayain sama dia. (SI F 12, 267 M Tigor : sampe keponak (SI F 12, 269	kami	NA	NA	NA	older than Host	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Mt
3	. (SI F 12, 416 M Tigor : ya karena dia masih baru ya, tapi	kami	udah bisa  menilai dia baik kok. (SI F 12, 418 M Dimas : dia	kami	NA	NA	NA	older than Host	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Mt
4	Deswita : pasti semuanya merasa begitu kehilangan sosok  yang luar biasa dan	kami	juga mengucapkan agar  keluarga agar bisa diberikan ketabahan dan  keikhlasan dalam	kami	NA	NA	NA	younger than Host	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	NA
5	M 540 Yad i     amin (SI F 12, PH M 542 Yad i     dan	kami	yakin sekarang mama mami Uli sudah  bahagia di sana. (SI F 12,	kami	NA	NA	NA	younger than Host	PH M	So Imah Show	SI F  12   PH M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	NA
6	13, 574 Soimah   hehehe. dan nama tersebut adalah (SI F 13, 577 Soimah   untuk itu	kami	persilahkan Rina Nose  menduduki [Rina] kursi yang berdampingan  dengan Mbak Mike	kami	NA	NA	NA	NA	HF	So Imah Show	SI F  13   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
7	F 13  F 463 Melani    tua-tua lenje juga. SI F 13  F 473 Rina	kami	sebenarnya putri yang tertukar. SI F 13  F 476 Mpok  Nori   iya, loe	kami	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	So Imah Show	SI F 13  F edit 28 Nov.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
8	entah  bagaimana ya di situ itu lah jodoh kan, nah akhirnya	kami	menikah. (JA F 5, 81 Reza  Mungkin saat itu bukan mungkin ya saya	kami	NA	NA	younger_female_guest -> older_host (F < H)	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
9	bicarakan yang apa yang  bisa ya hanya pekerjaan, nah di saat	kami	akhirnya wktu itu rencana  bercerai di mana sebelumnya emang sudah pisah	kami	NA	NA	NA	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
10	saya ingat waktu dulu tu  lagi nikah sama mas aji apa	kami	tidak pacaran itu, satu hal instan, satu- satunya hal instan dalam	kami	NA	NA	NA	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
11	5, 117 Moesye  Iya udah.. (JA F 5, 118 Moesye  Iya alhamdulilah..   (JA F 5, 120 Moesye	Kami	bersyukur alhamdulilah ya, karena di situ semua itu merupakan  suatu  karunia,	kami	NA	NA	NA	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
12	pernah menyangka bahwa, duh kok  anak saya bisa begitu ya walaupun	kami	itu sebagai orang tua itu bisa lihat  dari awal bakat-bakat	kami	NA	NA	NA	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
13	coman kalau di pikir-pikir lagi, karena dulu waktu sebelum  akhirnya	kami	bercerai ya reza sama sahwa dan alia tu bisa di bilang	kami	NA	NA	NA	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
14	saya  meyakini kepada allah , ya allah hamba pasrahkan segalanya padamu,  dekatkan	kami	bagaikan dalam dekapan satu sama lain  seberapa jauh jarak  walaupun jarak	kami	NA	NA	NA	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
15	dalam dekapan satu sama lain  seberapa jauh jarak  walaupun jarak memisahkan	kami	sejauh apapun gitu ya, kemudian  hadirkan hamba di setiap saat dalam	kami	NA	NA	NA	younger than Host	F	Just Alvin	JA F 5  F   edit juli.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Respective Marker	2. kami (exclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	exclusive	Formal	Ft
